pc1,pc2,clase
-10.118795,-1.240083,manzana_golden
-10.189696,-1.38228,manzana_golden
-10.029809,-1.19359,manzana_golden
-9.944392,-1.039849,manzana_golden
-9.933568,-0.883935,manzana_golden
-9.747135,-0.197056,manzana_golden
-9.644979,0.125605,manzana_golden
-8.372858,-1.975309,manzana_golden
-7.57647,2.351115,manzana_golden
-11.721254,-0.884021,manzana_golden
-11.804264,-0.695126,manzana_golden
-11.787901,-0.561465,manzana_golden
-11.840501,-0.447351,manzana_golden
-12.035691,-1.054009,manzana_golden
-11.765532,-0.422338,manzana_golden
-11.717534,-0.306583,manzana_golden
-11.526524,0.103149,manzana_golden
-11.487487,-0.383352,manzana_golden
-11.630524,-0.769304,manzana_golden
-11.4743,-0.740015,manzana_golden
-11.679391,-1.813409,manzana_golden
-11.727681,-1.917226,manzana_golden
-11.988359,-2.056406,manzana_golden
-12.010323,-2.056883,manzana_golden
-12.25712,-2.017107,manzana_golden
-11.824388,-0.750687,manzana_golden
-11.554198,-2.111859,manzana_golden
-9.116397,-1.161906,manzana_golden
-11.947556,-2.159119,manzana_golden
-12.441683,-2.552148,manzana_golden
-11.166327,-0.690876,manzana_golden
-8.987001,-1.030957,manzana_golden
-11.117831,-0.292623,manzana_golden
-11.053089,-0.196212,manzana_golden
-11.044586,-0.194838,manzana_golden
-10.997626,-0.002348,manzana_golden
-10.984761,0.085138,manzana_golden
-9.031142,-1.079012,manzana_golden
-10.578581,0.918365,manzana_golden
-9.688876,1.272321,manzana_golden
-9.518114,1.178336,manzana_golden
-9.217149,1.060236,manzana_golden
-8.878034,0.660412,manzana_golden
-8.375298,-0.048641,manzana_golden
-9.279392,-1.248167,manzana_golden
-6.547586,3.861541,manzana_golden
-4.235313,4.011442,manzana_golden
-4.244904,3.644528,manzana_golden
-4.603881,2.90309,manzana_golden
-4.686832,3.081972,manzana_golden
-5.958897,4.371642,manzana_golden
-5.197508,3.215369,manzana_golden
-5.523644,3.116461,manzana_golden
-5.6128,2.844087,manzana_golden
-5.636883,2.836623,manzana_golden
-5.670931,2.837661,manzana_golden
-5.980774,2.510244,manzana_golden
-4.272159,3.817336,manzana_golden
-4.281285,3.925554,manzana_golden
-5.341683,2.892255,manzana_golden
-5.493052,2.842053,manzana_golden
-5.51688,2.911202,manzana_golden
-5.465789,3.145551,manzana_golden
-5.534581,3.377198,manzana_golden
-4.20002,3.537125,manzana_golden
-4.965016,3.823911,manzana_golden
-9.411787,0.553377,manzana_golden
-6.608568,-1.686093,manzana_golden
-7.089448,-1.715027,manzana_golden
-7.373413,-1.742288,manzana_golden
-8.169617,-1.826223,manzana_golden
-8.601967,-1.521229,manzana_golden
-8.706433,-1.475137,manzana_golden
-8.889462,-1.31166,manzana_golden
-9.289197,-0.883084,manzana_golden
-9.385109,-0.644951,manzana_golden
-9.487096,0.910822,manzana_golden
-8.698317,0.219346,manzana_golden
-8.534664,-0.50351,manzana_golden
-8.511367,-0.792146,manzana_golden
-8.448477,-0.879641,manzana_golden
-8.51926,-1.207414,manzana_golden
-8.461797,-1.30534,manzana_golden
-8.5019,-1.293379,manzana_golden
-8.564443,-1.375528,manzana_golden
-8.581316,-1.294481,manzana_golden
-9.380698,-1.262223,manzana_golden
-9.579952,-1.287032,manzana_golden
-9.508884,-1.252196,manzana_golden
-9.801617,-1.178758,manzana_golden
-9.679626,-1.049232,manzana_golden
-8.906243,0.040288,manzana_golden
-9.800563,-0.861556,manzana_golden
-9.93323,-0.887556,manzana_golden
-9.720121,-0.655849,manzana_golden
-10.214747,-0.338689,manzana_golden
-10.124581,0.086883,manzana_golden
-9.855931,0.517802,manzana_golden
-8.833338,-0.245175,manzana_golden
-8.899659,-0.261827,manzana_golden
-8.82574,-0.255243,manzana_golden
-8.882184,-0.294138,manzana_golden
-8.763245,0.015432,manzana_golden
-9.673564,0.693109,manzana_golden
-8.668816,0.165389,manzana_golden
-8.537108,0.596762,manzana_golden
-7.733512,1.718616,manzana_golden
-7.99659,-1.953767,manzana_golden
-6.33378,2.216,manzana_golden
-5.803506,2.028582,manzana_golden
-4.783235,0.777692,manzana_golden
-4.649308,0.525234,manzana_golden
-4.548682,-1.160838,manzana_golden
-4.484497,-1.248831,manzana_golden
-4.644598,-1.498301,manzana_golden
-4.657069,-1.618684,manzana_golden
-4.849355,-2.376449,manzana_golden
-4.925399,-2.691546,manzana_golden
-8.841111,-2.071854,manzana_golden
-5.550083,-2.556945,manzana_golden
-5.612105,-2.469266,manzana_golden
-5.966122,-1.970629,manzana_golden
-6.002475,-1.837736,manzana_golden
-6.292549,0.057724,manzana_golden
-6.160458,0.471172,manzana_golden
-5.884283,-0.150079,manzana_golden
-5.865436,-0.269346,manzana_golden
-5.739639,-0.488985,manzana_golden
-5.824546,-1.052701,manzana_golden
-5.855744,-1.15577,manzana_golden
-5.882872,-1.249908,manzana_golden
-6.036724,-1.400039,manzana_golden
-6.192618,-1.572269,manzana_golden
-7.128077,-1.503699,manzana_golden
-7.210364,-1.408739,manzana_golden
-7.446561,-1.055284,manzana_golden
-7.49812,-0.057651,manzana_golden
-7.469884,-0.121775,manzana_golden
-7.473097,-0.244638,manzana_golden
-7.492867,-0.562552,manzana_golden
-9.573851,-2.11215,manzana_golden
-7.510963,-0.960456,manzana_golden
-7.55393,-1.03813,manzana_golden
-7.822093,-1.844868,manzana_golden
-8.156457,-2.005164,manzana_golden
-8.286895,-2.002555,manzana_golden
-12.333104,-1.704132,manzana_golden
-12.402988,-1.674041,manzana_golden
-12.536027,-1.307515,manzana_golden
-12.722658,-1.461839,manzana_golden
-12.695841,-1.420475,manzana_golden
-12.632349,-1.39902,manzana_golden
-11.730203,-0.871431,manzana_golden
-12.24457,-1.668506,manzana_golden
-12.029325,-2.264324,manzana_golden
-12.049471,-1.608155,manzana_golden
-12.303719,-1.000019,manzana_golden
-12.433112,-1.214062,manzana_golden
-12.329094,-0.82394,manzana_golden
-12.365594,-0.890592,manzana_golden
-12.575734,-1.317849,manzana_golden
-12.698413,-1.055172,manzana_golden
-12.852364,-0.901276,manzana_golden
-12.69865,-0.734402,manzana_golden
-12.445063,-0.709499,manzana_golden
-12.590904,-1.020339,manzana_golden
-12.563831,-1.043936,manzana_golden
-12.526012,-1.416248,manzana_golden
-12.503183,-1.853967,manzana_golden
-12.521061,-1.666338,manzana_golden
-12.435361,-1.124562,manzana_golden
-12.356818,-1.128057,manzana_golden
-12.234902,-1.101627,manzana_golden
-11.380034,-0.754321,manzana_golden
-11.94628,-0.732892,manzana_golden
-7.777024,-2.622661,manzana_golden
-7.993593,-3.169276,manzana_golden
-8.120706,-3.375278,manzana_golden
-8.34824,-3.67473,manzana_golden
-8.411414,-3.662614,manzana_golden
-8.60791,-3.837556,manzana_golden
-8.516703,-3.580349,manzana_golden
-8.475005,-3.739719,manzana_golden
-8.528823,-3.561411,manzana_golden
-9.557773,-1.475081,manzana_golden
-8.56055,-3.213325,manzana_golden
-8.495681,-2.641364,manzana_golden
-8.23481,-1.879593,manzana_golden
-8.28255,-1.386113,manzana_golden
-8.386406,-0.688769,manzana_golden
-8.309105,-1.327702,manzana_golden
-8.824471,-1.429147,manzana_golden
-9.330884,-1.309298,manzana_golden
-10.045782,-1.866333,manzana_golden
-12.098293,-3.23542,manzana_golden
-12.400111,-2.767192,manzana_golden
-12.372747,-2.547008,manzana_golden
-12.487309,-1.50386,manzana_golden
-12.512384,-1.047212,manzana_golden
-11.683607,-0.401821,manzana_golden
-11.32624,-0.325131,manzana_golden
-11.24707,-0.358293,manzana_golden
-11.001456,-0.47243,manzana_golden
-10.238543,-0.744539,manzana_golden
-10.141482,-0.823381,manzana_golden
-9.594629,-1.492497,manzana_golden
-9.207776,-1.670041,manzana_golden
-9.132514,-1.708404,manzana_golden
-8.934568,-1.395549,manzana_golden
-8.838408,-0.978556,manzana_golden
-8.983916,-1.011206,manzana_golden
-9.013919,-1.077327,manzana_golden
-10.645995,-1.45421,manzana_golden
-8.688237,-0.872538,manzana_golden
-8.69906,-0.896823,manzana_golden
-9.170485,-1.271493,manzana_golden
-8.809729,-1.036797,manzana_golden
-6.363308,4.012376,manzana_golden
-6.023585,2.625452,manzana_golden
-6.026102,2.649094,manzana_golden
-6.174636,2.691714,manzana_golden
-6.381716,2.765843,manzana_golden
-6.290617,3.185157,manzana_golden
-6.24267,3.380479,manzana_golden
-6.353888,3.326255,manzana_golden
-6.332508,3.397997,manzana_golden
-5.382776,4.545696,manzana_golden
-6.061771,4.338071,manzana_golden
-6.062317,4.084339,manzana_golden
-5.397912,4.568745,manzana_golden
-6.098513,3.691505,manzana_golden
-6.298162,3.392058,manzana_golden
-6.217149,3.34486,manzana_golden
-6.222437,3.350239,manzana_golden
-6.872489,2.609841,manzana_golden
-5.208629,4.645844,manzana_golden
-7.969456,1.989459,manzana_golden
-4.958912,4.637896,manzana_golden
-8.838073,2.207738,manzana_golden
-8.997814,2.40934,manzana_golden
-9.038366,2.479382,manzana_golden
-9.037562,2.688926,manzana_golden
-8.269057,3.9421,manzana_golden
-8.153763,4.047691,manzana_golden
-7.264956,4.191929,manzana_golden
-7.087444,4.337934,manzana_golden
-7.12875,4.175923,manzana_golden
-4.697775,4.399721,manzana_golden
-6.795069,3.776585,manzana_golden
-6.779057,3.612067,manzana_golden
-6.786412,3.57959,manzana_golden
-6.791712,3.686133,manzana_golden
-5.944622,2.564097,manzana_golden
-6.077231,2.479506,manzana_golden
-5.852238,2.249566,manzana_golden
-6.155243,2.169911,manzana_golden
-6.61965,2.264293,manzana_golden
-4.074347,2.868763,manzana_golden
-7.124247,3.808271,manzana_golden
-7.390905,4.113036,manzana_golden
-6.746611,5.874806,manzana_golden
-3.891681,5.299524,manzana_golden
-3.749479,3.647388,manzana_golden
-3.803173,3.264964,manzana_golden
-3.943298,2.581428,manzana_golden
-4.267779,2.07241,manzana_golden
-4.411853,1.125278,manzana_golden
-6.3604,1.731367,manzana_golden
-6.313197,2.242869,manzana_golden
-6.3232,2.475217,manzana_golden
-5.701347,3.279385,manzana_golden
-5.721831,3.407365,manzana_golden
-4.377,1.791943,manzana_golden
-5.226801,3.883848,manzana_golden
-4.787355,3.664738,manzana_golden
-4.692784,3.194309,manzana_golden
-4.626239,3.035174,manzana_golden
-4.663632,3.076326,manzana_golden
-4.473716,1.745952,manzana_golden
-4.661398,2.745471,manzana_golden
-4.847684,5.384886,manzana_golden
-4.688291,5.449131,manzana_golden
-4.52236,5.186612,manzana_golden
-4.415714,4.688851,manzana_golden
-4.467571,4.548449,manzana_golden
-6.368158,3.804768,manzana_granny_smith
-6.634302,3.732021,manzana_granny_smith
-6.608549,3.815669,manzana_granny_smith
-4.881418,5.000636,manzana_granny_smith
-4.943875,4.885353,manzana_granny_smith
-4.914265,5.054315,manzana_granny_smith
-6.558681,3.712473,manzana_granny_smith
-4.472628,5.030029,manzana_granny_smith
-4.924709,4.969466,manzana_granny_smith
-4.744229,4.928515,manzana_granny_smith
-4.646412,4.888159,manzana_granny_smith
-4.416684,4.956905,manzana_granny_smith
-4.318609,4.933085,manzana_granny_smith
-6.313291,3.910488,manzana_granny_smith
-4.647923,4.687828,manzana_granny_smith
-4.592685,4.714188,manzana_granny_smith
-4.541891,4.710541,manzana_granny_smith
-4.709147,4.508307,manzana_granny_smith
-4.69108,4.493954,manzana_granny_smith
-4.346629,4.517931,manzana_granny_smith
-4.837021,4.399745,manzana_granny_smith
-4.804667,4.387515,manzana_granny_smith
-6.513864,3.839143,manzana_granny_smith
-5.065721,4.383327,manzana_granny_smith
-4.785462,4.483365,manzana_granny_smith
-4.910679,4.457777,manzana_granny_smith
-4.737154,4.465539,manzana_granny_smith
-5.170498,4.41307,manzana_granny_smith
-6.267258,4.020482,manzana_granny_smith
-4.914792,4.535161,manzana_granny_smith
-5.194905,4.536646,manzana_granny_smith
-5.157416,4.563723,manzana_granny_smith
-5.116107,4.657455,manzana_granny_smith
-5.01853,4.545534,manzana_granny_smith
-5.011872,4.717798,manzana_granny_smith
-6.250343,4.073489,manzana_granny_smith
-5.397608,4.749986,manzana_granny_smith
-5.130903,4.899057,manzana_granny_smith
-5.306311,4.835247,manzana_granny_smith
-2.17534,4.923424,manzana_granny_smith
-2.157584,4.827992,manzana_granny_smith
-2.051776,4.797376,manzana_granny_smith
-1.95055,3.950225,manzana_granny_smith
-2.007294,3.781379,manzana_granny_smith
-2.000857,3.590162,manzana_granny_smith
-2.021041,3.453132,manzana_granny_smith
-2.183033,3.094207,manzana_granny_smith
-2.196815,3.058862,manzana_granny_smith
-2.441758,2.942832,manzana_granny_smith
-2.530999,2.902441,manzana_granny_smith
-2.625909,2.915682,manzana_granny_smith
-2.90854,2.799504,manzana_granny_smith
-3.04628,2.905314,manzana_granny_smith
-3.722955,3.247058,manzana_granny_smith
-2.070414,4.792475,manzana_granny_smith
-3.76719,3.309947,manzana_granny_smith
-3.849178,3.488755,manzana_granny_smith
-3.862591,3.625511,manzana_granny_smith
-3.793384,3.874574,manzana_granny_smith
-3.549978,4.105638,manzana_granny_smith
-3.30207,4.24147,manzana_granny_smith
-3.020353,4.420498,manzana_granny_smith
-2.951089,4.450315,manzana_granny_smith
-2.928888,4.435143,manzana_granny_smith
-2.892365,4.473518,manzana_granny_smith
-2.804653,4.468106,manzana_granny_smith
-2.810365,4.463313,manzana_granny_smith
-2.776687,4.46572,manzana_granny_smith
-2.663663,4.518328,manzana_granny_smith
-1.664285,4.660512,manzana_granny_smith
-2.622956,4.515355,manzana_granny_smith
-2.775198,4.483638,manzana_granny_smith
-2.834944,4.332756,manzana_granny_smith
-2.898966,4.299511,manzana_granny_smith
-2.920318,4.311348,manzana_granny_smith
-2.902088,4.1988,manzana_granny_smith
-6.276367,3.748555,manzana_granny_smith
-5.353031,4.874646,manzana_granny_smith
-5.205572,4.938614,manzana_granny_smith
-5.129307,4.938931,manzana_granny_smith
-6.18848,4.171909,manzana_granny_smith
-5.241787,4.849316,manzana_granny_smith
-5.225765,4.800954,manzana_granny_smith
-5.167425,4.795584,manzana_granny_smith
-5.27122,4.665205,manzana_granny_smith
-5.028958,4.801135,manzana_granny_smith
-5.196968,4.646283,manzana_granny_smith
-5.120397,4.692406,manzana_granny_smith
-5.01181,4.696535,manzana_granny_smith
-5.047102,4.663953,manzana_granny_smith
-5.067834,4.611083,manzana_granny_smith
-6.091424,4.210809,manzana_granny_smith
-5.075802,4.648841,manzana_granny_smith
-5.193543,4.598852,manzana_granny_smith
-5.245239,4.597985,manzana_granny_smith
-5.421374,4.606175,manzana_granny_smith
-5.175259,4.602168,manzana_granny_smith
-5.214777,4.571145,manzana_granny_smith
-5.537578,4.599016,manzana_granny_smith
-6.104973,4.242556,manzana_granny_smith
-5.470311,4.472719,manzana_granny_smith
-5.81702,4.404864,manzana_granny_smith
-5.845851,4.389115,manzana_granny_smith
-5.783514,4.44966,manzana_granny_smith
-5.872076,4.336108,manzana_granny_smith
-5.958152,4.264204,manzana_granny_smith
-5.949464,4.262467,manzana_granny_smith
-5.758602,4.358285,manzana_granny_smith
-5.968259,4.155955,manzana_granny_smith
-5.748085,4.30596,manzana_granny_smith
-5.957719,4.098826,manzana_granny_smith
-5.98786,4.29997,manzana_granny_smith
-5.743455,4.220204,manzana_granny_smith
-5.906797,4.05759,manzana_granny_smith
-5.710553,4.157181,manzana_granny_smith
-5.950169,4.026121,manzana_granny_smith
-5.893334,3.959298,manzana_granny_smith
-5.945307,3.910187,manzana_granny_smith
-5.841421,3.945704,manzana_granny_smith
-5.87234,3.942624,manzana_granny_smith
-5.842334,4.009515,manzana_granny_smith
-6.549346,4.230373,manzana_granny_smith
-5.791666,4.3894,manzana_granny_smith
-6.538338,4.364718,manzana_granny_smith
-6.531426,4.49309,manzana_granny_smith
-5.555792,5.078349,manzana_granny_smith
-5.675246,5.433706,manzana_granny_smith
-5.587769,5.567442,manzana_granny_smith
-5.527609,5.66102,manzana_granny_smith
-5.078747,5.449017,manzana_granny_smith
-4.649847,5.599405,manzana_granny_smith
-4.812843,6.221593,manzana_granny_smith
-4.709925,6.314373,manzana_granny_smith
-4.630901,6.338133,manzana_granny_smith
-4.131714,6.447136,manzana_granny_smith
-4.098338,6.43138,manzana_granny_smith
-5.735628,4.519744,manzana_granny_smith
-3.903969,6.422131,manzana_granny_smith
-3.858834,6.410696,manzana_granny_smith
-3.789471,6.423282,manzana_granny_smith
-3.755811,6.383161,manzana_granny_smith
-3.672959,6.34638,manzana_granny_smith
-4.21327,6.085887,manzana_granny_smith
-3.162831,6.163852,manzana_granny_smith
-3.096788,6.09404,manzana_granny_smith
-3.724276,6.044246,manzana_granny_smith
-3.432306,5.657372,manzana_granny_smith
-2.194768,4.973873,manzana_granny_smith
-2.365873,4.880259,manzana_granny_smith
-2.048268,5.301156,manzana_granny_smith
-2.314704,4.661001,manzana_granny_smith
-5.539789,4.643765,manzana_granny_smith
-2.177453,4.42014,manzana_granny_smith
-2.227851,4.375403,manzana_granny_smith
-2.625185,4.393441,manzana_granny_smith
-2.398802,4.287388,manzana_granny_smith
-2.552472,4.27573,manzana_granny_smith
-2.737054,4.258586,manzana_granny_smith
-2.577619,4.110481,manzana_granny_smith
-2.882338,3.939271,manzana_granny_smith
-2.879026,4.06737,manzana_granny_smith
-2.964465,4.039328,manzana_granny_smith
-2.910527,3.866977,manzana_granny_smith
-3.627349,3.512343,manzana_granny_smith
-3.751075,3.422784,manzana_granny_smith
-5.366819,4.772491,manzana_granny_smith
-4.339216,3.176198,manzana_granny_smith
-4.431094,3.145296,manzana_granny_smith
-4.50945,3.138594,manzana_granny_smith
-5.11693,2.883187,manzana_granny_smith
-5.157349,3.010887,manzana_granny_smith
-5.586076,2.876723,manzana_granny_smith
-5.135547,4.843285,manzana_granny_smith
-5.856361,2.839238,manzana_granny_smith
-5.716806,2.921754,manzana_granny_smith
-5.675533,2.872481,manzana_granny_smith
-6.057838,3.101973,manzana_granny_smith
-6.339427,3.025315,manzana_granny_smith
-6.036275,3.349092,manzana_granny_smith
-6.092664,3.369451,manzana_granny_smith
-6.253247,3.6019,manzana_granny_smith
-2.926484,4.170432,manzana_granny_smith
-3.124913,4.247171,manzana_granny_smith
-2.950287,4.043594,manzana_granny_smith
-2.899702,3.989594,manzana_granny_smith
-2.951258,4.196596,manzana_granny_smith
-3.070077,4.075028,manzana_granny_smith
-1.437294,4.483887,manzana_granny_smith
-3.188582,3.889279,manzana_granny_smith
-2.969033,3.710696,manzana_granny_smith
-2.741749,4.620484,manzana_granny_smith
-2.937424,4.689894,manzana_granny_smith
-3.6349,4.343292,manzana_granny_smith
-3.80424,4.261351,manzana_granny_smith
-4.246062,3.916164,manzana_granny_smith
-4.223153,3.06084,manzana_granny_smith
-4.42428,2.907455,manzana_granny_smith
-4.740305,3.516097,manzana_granny_smith
-4.572743,2.94598,manzana_granny_smith
-4.945611,3.50035,manzana_granny_smith
-4.766271,3.693007,manzana_granny_smith
-4.641947,4.176326,manzana_granny_smith
-4.735883,3.180302,manzana_granny_smith
-4.696796,3.489499,manzana_granny_smith
-4.662643,3.518736,manzana_granny_smith
-4.54773,4.076686,manzana_granny_smith
-4.946409,4.564192,manzana_granny_smith
-4.696146,4.894292,manzana_granny_smith
-4.550693,5.083603,manzana_granny_smith
-4.364246,5.255324,manzana_granny_smith
-4.375372,5.239253,manzana_granny_smith
-1.607584,5.072322,manzana_granny_smith
-4.293569,5.196933,manzana_granny_smith
-4.210444,5.106219,manzana_granny_smith
-3.935085,5.212526,manzana_granny_smith
-3.913426,5.131105,manzana_granny_smith
-3.787286,4.947962,manzana_granny_smith
-3.712857,4.733577,manzana_granny_smith
-3.649301,4.680465,manzana_granny_smith
-1.82242,5.212355,manzana_granny_smith
-3.411532,4.68305,manzana_granny_smith
-3.351095,4.600185,manzana_granny_smith
-3.492843,4.130258,manzana_granny_smith
-3.022944,4.062947,manzana_granny_smith
-3.224305,4.036742,manzana_granny_smith
-3.174205,3.905179,manzana_granny_smith
-2.87662,3.678102,manzana_granny_smith
-2.867033,3.440791,manzana_granny_smith
-2.888649,3.381688,manzana_granny_smith
-2.707731,3.151305,manzana_granny_smith
-2.696365,3.179691,manzana_granny_smith
-2.500694,3.125671,manzana_granny_smith
-2.719845,3.294405,manzana_granny_smith
-2.552446,3.193374,manzana_granny_smith
-2.614485,3.292734,manzana_granny_smith
-1.980217,5.601375,manzana_granny_smith
-2.844578,3.652925,manzana_granny_smith
-2.89625,3.718496,manzana_granny_smith
-2.867486,3.781091,manzana_granny_smith
-2.916218,3.838486,manzana_granny_smith
-2.937479,3.933258,manzana_granny_smith
-2.95746,3.985873,manzana_granny_smith
-2.74404,4.089608,manzana_granny_smith
-2.906524,4.383621,manzana_granny_smith
-2.886623,4.458575,manzana_granny_smith
-2.953438,4.473547,manzana_granny_smith
-2.173186,5.574843,manzana_granny_smith
-2.922108,4.492515,manzana_granny_smith
-2.858918,4.515122,manzana_granny_smith
-3.147022,4.245814,manzana_granny_smith
-2.052792,5.435848,manzana_granny_smith
-3.302923,3.997558,manzana_granny_smith
-3.309082,3.958985,manzana_granny_smith
-3.330948,3.897828,manzana_granny_smith
-2.080046,5.179306,manzana_granny_smith
-3.522455,3.740189,manzana_granny_smith
-3.510867,3.740687,manzana_granny_smith
-3.579192,3.713369,manzana_granny_smith
-3.621109,3.68328,manzana_granny_smith
-3.643606,3.683347,manzana_granny_smith
-3.713128,3.675134,manzana_granny_smith
-3.722838,3.670356,manzana_granny_smith
-2.005193,5.065045,manzana_granny_smith
-3.890743,3.649602,manzana_granny_smith
-4.113604,3.566806,manzana_granny_smith
-3.938404,3.611555,manzana_granny_smith
-4.095283,3.665407,manzana_granny_smith
-4.24445,3.606053,manzana_granny_smith
-4.209456,3.732691,manzana_granny_smith
-1.953111,4.848583,manzana_granny_smith
-4.308301,3.759973,manzana_granny_smith
-4.47964,3.429055,manzana_granny_smith
-4.471316,3.411444,manzana_granny_smith
-4.484747,3.363887,manzana_granny_smith
-1.894322,4.697161,manzana_granny_smith
-4.500547,3.332419,manzana_granny_smith
-4.589944,3.490304,manzana_granny_smith
-4.793589,3.707405,manzana_granny_smith
-4.637152,3.361707,manzana_granny_smith
-5.116539,3.34289,manzana_granny_smith
-4.615957,3.097286,manzana_granny_smith
-1.852726,4.542181,manzana_granny_smith
-4.628823,2.982809,manzana_granny_smith
-5.331887,2.987992,manzana_granny_smith
-5.928008,2.601145,manzana_granny_smith
-5.880206,2.761997,manzana_granny_smith
-5.54519,3.572278,manzana_granny_smith
-2.284477,4.918773,manzana_granny_smith
-5.879756,3.683203,manzana_granny_smith
-4.019242,3.477983,manzana_granny_smith
-3.87715,3.665236,manzana_granny_smith
-3.83383,3.843285,manzana_granny_smith
-3.588097,4.086237,manzana_granny_smith
-1.892047,4.185946,manzana_granny_smith
-3.337497,4.408597,manzana_granny_smith
-4.645382,6.336605,manzana_granny_smith
-2.662502,4.825702,manzana_granny_smith
-2.528641,4.887595,manzana_granny_smith
-1.968879,4.119139,manzana_granny_smith
-2.579871,4.815594,manzana_granny_smith
7.355485,1.910208,manzana_red_delicious
7.285379,1.934011,manzana_red_delicious
7.615621,2.361431,manzana_red_delicious
7.478603,2.230413,manzana_red_delicious
7.293439,1.909375,manzana_red_delicious
7.572248,2.491116,manzana_red_delicious
7.040209,2.915472,manzana_red_delicious
7.360948,2.376137,manzana_red_delicious
6.575935,2.846764,manzana_red_delicious
6.915074,2.10676,manzana_red_delicious
6.792967,2.070007,manzana_red_delicious
7.725328,0.698777,manzana_red_delicious
7.334619,1.93222,manzana_red_delicious
6.961686,2.661558,manzana_red_delicious
6.989963,2.681175,manzana_red_delicious
7.161856,2.52422,manzana_red_delicious
7.549925,1.931328,manzana_red_delicious
7.163373,1.679982,manzana_red_delicious
7.257601,1.671101,manzana_red_delicious
8.548134,1.30582,manzana_red_delicious
8.535556,1.324978,manzana_red_delicious
8.390299,1.47241,manzana_red_delicious
8.345498,1.518471,manzana_red_delicious
7.607883,2.16035,manzana_red_delicious
7.601961,2.129579,manzana_red_delicious
7.565366,2.079534,manzana_red_delicious
7.59485,1.886006,manzana_red_delicious
7.419612,1.87289,manzana_red_delicious
8.264734,1.522071,manzana_red_delicious
7.532365,2.112716,manzana_red_delicious
7.832684,1.847044,manzana_red_delicious
7.518767,2.097868,manzana_red_delicious
7.87176,1.137816,manzana_red_delicious
8.023692,1.023003,manzana_red_delicious
6.630903,2.607659,manzana_red_delicious
6.702253,2.404583,manzana_red_delicious
6.694118,2.473803,manzana_red_delicious
6.990416,2.590827,manzana_red_delicious
7.009138,2.330544,manzana_red_delicious
7.469154,2.301552,manzana_red_delicious
7.666193,2.403971,manzana_red_delicious
8.123248,1.155226,manzana_red_delicious
7.992888,2.429655,manzana_red_delicious
8.084044,2.364863,manzana_red_delicious
8.232238,2.129695,manzana_red_delicious
8.262173,2.173943,manzana_red_delicious
8.121392,2.103644,manzana_red_delicious
8.139386,2.088918,manzana_red_delicious
8.048341,2.118944,manzana_red_delicious
8.028662,2.248529,manzana_red_delicious
8.054484,2.101787,manzana_red_delicious
8.006195,1.874725,manzana_red_delicious
7.993589,1.84137,manzana_red_delicious
7.977219,1.800637,manzana_red_delicious
7.917296,1.522425,manzana_red_delicious
7.92214,1.497191,manzana_red_delicious
8.458003,2.588,manzana_red_delicious
8.650695,2.217812,manzana_red_delicious
8.604213,2.436069,manzana_red_delicious
8.723473,2.482877,manzana_red_delicious
8.776322,2.409867,manzana_red_delicious
8.670248,2.233034,manzana_red_delicious
8.741935,2.198193,manzana_red_delicious
8.807312,2.042111,manzana_red_delicious
8.477036,2.253189,manzana_red_delicious
8.405675,2.255853,manzana_red_delicious
8.225299,2.302837,manzana_red_delicious
8.107807,2.344555,manzana_red_delicious
7.537956,2.524609,manzana_red_delicious
7.767088,1.191837,manzana_red_delicious
7.912993,1.121266,manzana_red_delicious
7.986825,1.016142,manzana_red_delicious
8.105911,2.258903,manzana_red_delicious
8.08207,1.24433,manzana_red_delicious
8.111396,1.198568,manzana_red_delicious
8.123335,1.139305,manzana_red_delicious
7.951934,2.142179,manzana_red_delicious
7.871828,2.202261,manzana_red_delicious
7.560617,2.582815,manzana_red_delicious
7.587859,2.479042,manzana_red_delicious
7.895396,2.263239,manzana_red_delicious
7.736546,2.497694,manzana_red_delicious
7.478997,2.67132,manzana_red_delicious
7.362006,1.942914,manzana_red_delicious
7.366638,2.661678,manzana_red_delicious
7.092719,2.796803,manzana_red_delicious
7.1785,2.690418,manzana_red_delicious
7.448863,2.56817,manzana_red_delicious
7.568398,2.462685,manzana_red_delicious
7.793672,2.385279,manzana_red_delicious
7.870357,2.242264,manzana_red_delicious
7.662847,2.499811,manzana_red_delicious
7.666833,2.443439,manzana_red_delicious
7.590767,2.34062,manzana_red_delicious
7.327506,2.114951,manzana_red_delicious
7.055609,2.181112,manzana_red_delicious
6.929509,2.226887,manzana_red_delicious
6.656392,2.41361,manzana_red_delicious
6.542515,2.482751,manzana_red_delicious
6.36945,2.654472,manzana_red_delicious
6.168114,2.885366,manzana_red_delicious
6.144839,2.998107,manzana_red_delicious
6.203335,3.016453,manzana_red_delicious
6.286966,2.996583,manzana_red_delicious
6.576474,2.904074,manzana_red_delicious
6.926459,2.798438,manzana_red_delicious
7.104711,2.728652,manzana_red_delicious
6.198598,2.66057,manzana_red_delicious
6.010878,2.607981,manzana_red_delicious
5.788979,2.639561,manzana_red_delicious
5.560646,2.586129,manzana_red_delicious
5.45376,2.650105,manzana_red_delicious
5.378179,2.640769,manzana_red_delicious
5.220861,2.670514,manzana_red_delicious
5.557491,2.249115,manzana_red_delicious
6.852846,2.060682,manzana_red_delicious
5.626361,2.032425,manzana_red_delicious
5.665005,1.958744,manzana_red_delicious
5.766174,1.69329,manzana_red_delicious
