pc1,pc2,clase
0.704764,1.936485,obj13
1.137478,2.082788,obj13
1.096956,2.255765,obj13
1.056871,2.45219,obj13
1.292898,2.528044,obj13
1.174436,2.615285,obj13
0.411412,2.176471,obj13
1.401484,2.63753,obj13
1.432404,2.661066,obj13
-0.173894,1.902015,obj13
-0.435641,1.57195,obj13
1.376838,2.775142,obj13
-0.915507,1.259157,obj13
-0.944559,0.916804,obj13
-1.359876,0.6117,obj13
-1.828444,0.295026,obj13
-2.421032,0.109483,obj13
-3.083489,-0.045378,obj13
-3.791175,-0.223764,obj13
-3.841774,-0.380948,obj13
-3.667804,-0.415283,obj13
-3.664664,-0.405287,obj13
-1.457748,1.328686,obj14
-1.318575,1.315884,obj14
-5.963654,0.08246,obj14
-6.014844,0.157367,obj14
-6.067752,0.26394,obj14
-6.043122,0.303595,obj14
-5.992453,0.419971,obj14
-5.920883,0.419983,obj14
-5.873232,0.468205,obj14
-5.861562,0.53996,obj14
-5.791164,0.601508,obj14
-5.749848,0.674736,obj14
-1.333305,1.319826,obj14
-5.786755,0.766127,obj14
-5.72391,0.832227,obj14
-5.777821,0.918814,obj14
-5.847017,1.001138,obj14
-5.775974,0.996645,obj14
-5.824218,0.987794,obj14
-5.841952,0.919546,obj14
-5.849808,0.878959,obj14
-5.742219,0.833581,obj14
-5.739332,0.763154,obj14
-1.369443,1.202351,obj14
-5.624125,0.641604,obj14
-5.58253,0.615016,obj14
-5.441753,0.48963,obj14
-5.289075,0.451973,obj14
-5.107643,0.425159,obj14
-4.934398,0.373728,obj14
-4.736525,0.413828,obj14
-4.445319,0.39771,obj14
-4.218828,0.381132,obj14
-3.982877,0.392779,obj14
-1.462008,1.220515,obj14
-3.773013,0.370296,obj14
-3.56517,0.369651,obj14
-3.310263,0.375838,obj14
-3.112475,0.370578,obj14
-2.878657,0.391998,obj14
-2.708718,0.471519,obj14
-2.564326,0.507862,obj14
-2.474239,0.583873,obj14
-2.449013,0.635965,obj14
-2.452706,0.6948,obj14
-1.871611,1.050182,obj14
-2.358711,0.739985,obj14
-2.429658,0.834271,obj14
-2.339407,0.891525,obj14
-2.284438,0.940609,obj14
-2.283352,0.943998,obj14
-2.207603,0.94155,obj14
-2.086444,0.979827,obj14
-1.96717,1.115472,obj14
-1.871275,1.080705,obj14
-1.768775,1.219773,obj14
-2.272,0.977804,obj14
-1.638553,1.160691,obj14
-1.574515,1.231462,obj14
-2.30177,0.851141,obj14
-2.754872,0.677794,obj14
-1.386169,1.333303,obj14
-2.837315,0.5501,obj14
-3.252243,0.438695,obj14
-3.6718,0.297298,obj14
-4.041758,0.168146,obj14
-4.423089,0.009951,obj14
-4.765976,-0.073203,obj14
-5.052783,-0.121206,obj14
-5.361911,-0.137554,obj14
-5.682206,-0.123035,obj14
-5.840903,-0.014186,obj14
0.801004,-0.238885,obj15
0.876714,-0.151049,obj15
0.323033,-2.03829,obj15
0.321037,-1.804663,obj15
0.489635,-1.330277,obj15
0.501402,-1.074978,obj15
0.497989,-0.87696,obj15
0.481357,-0.752679,obj15
0.440652,-0.673402,obj15
0.440001,-0.595705,obj15
0.410368,-0.567473,obj15
0.34256,-0.631133,obj15
0.81369,-0.158192,obj15
0.129551,-0.819552,obj15
0.13382,-0.902697,obj15
0.286418,-0.758455,obj15
0.457827,-0.567778,obj15
0.769204,-0.223045,obj15
0.884985,-0.043109,obj15
1.014912,0.075936,obj15
1.077996,0.199407,obj15
1.132445,0.316383,obj15
1.076474,0.375183,obj15
0.718434,-0.209144,obj15
1.120585,0.501136,obj15
1.129333,0.556683,obj15
1.148459,0.598201,obj15
1.118182,0.564119,obj15
1.127529,0.612402,obj15
1.132203,0.64512,obj15
1.099582,0.600009,obj15
1.129286,0.612205,obj15
1.190548,0.604021,obj15
1.275346,0.574739,obj15
0.576678,-0.31125,obj15
1.325299,0.657225,obj15
1.419281,0.655676,obj15
1.585751,0.816398,obj15
1.482846,0.943757,obj15
1.288048,1.327206,obj15
1.274123,1.432343,obj15
1.573698,1.018965,obj15
1.48065,0.429168,obj15
1.241479,0.448011,obj15
1.025407,0.407528,obj15
0.566283,-0.220293,obj15
0.887002,0.346463,obj15
0.785526,0.198581,obj15
0.655326,0.06562,obj15
0.543903,-0.109136,obj15
0.367701,-0.388805,obj15
0.099089,-0.737345,obj15
0.248381,-0.62539,obj15
0.357353,-0.503368,obj15
0.429962,-0.404329,obj15
0.535741,-0.332279,obj15
0.499066,-0.245029,obj15
0.710492,-0.188886,obj15
0.769989,-0.207748,obj15
0.438591,-0.216711,obj15
0.385803,-0.251412,obj15
0.80473,-0.248431,obj15
0.307512,-0.350968,obj15
0.421902,-0.279932,obj15
0.318567,-0.50418,obj15
0.278022,-0.749873,obj15
-0.146142,-1.336596,obj15
-0.22759,-1.636124,obj15
-0.006887,-1.905411,obj15
-0.047757,-2.18044,obj15
-0.730327,-2.871275,obj15
0.072077,-2.642584,obj15
3.486763,0.632073,obj16
3.038002,0.546403,obj16
0.255865,-1.647768,obj16
0.561407,-1.474375,obj16
1.04088,-1.508469,obj16
1.504589,-1.400823,obj16
1.928164,-1.154814,obj16
2.330648,-0.854291,obj16
2.837705,-0.516977,obj16
3.333751,-0.296316,obj16
3.664382,0.043615,obj16
4.274595,0.407988,obj16
3.185581,0.410043,obj16
4.76393,0.687106,obj16
5.057251,0.842359,obj16
5.294987,0.957087,obj16
5.244137,1.132418,obj16
5.558894,1.241171,obj16
5.091336,1.277922,obj16
5.789911,1.18714,obj16
5.661388,1.09285,obj16
5.437439,1.12502,obj16
4.083779,0.695239,obj16
3.018761,0.077373,obj16
3.889126,0.409367,obj16
3.815434,0.325097,obj16
3.225584,-0.422688,obj16
3.565348,-0.264535,obj16
3.411172,-0.447893,obj16
3.439621,-0.595709,obj16
3.427657,-0.5867,obj16
3.367176,-0.643983,obj16
3.027795,-0.858162,obj16
3.104566,-0.78525,obj16
2.747922,-0.082388,obj16
3.160322,-0.716483,obj16
3.108841,-0.670152,obj16
3.312168,-0.62037,obj16
3.17397,-0.57158,obj16
3.255093,-0.505576,obj16
3.015347,-0.506627,obj16
2.714373,-0.499795,obj16
2.44955,-0.890072,obj16
2.297468,-0.844741,obj16
2.275571,-0.807149,obj16
2.453737,-0.270308,obj16
2.216598,-0.755164,obj16
2.24072,-0.777039,obj16
2.253748,-0.871014,obj16
2.560794,-0.921772,obj16
2.544765,-0.952685,obj16
2.897674,-0.64656,obj16
3.127938,-0.295229,obj16
3.313876,0.000654,obj16
3.548774,0.27997,obj16
3.62439,0.455485,obj16
1.804628,-0.549412,obj16
3.695717,0.513584,obj16
3.643518,0.653058,obj16
1.399372,-0.948721,obj16
0.980749,-1.112748,obj16
3.501235,0.510853,obj16
0.502102,-1.467563,obj16
0.357608,-1.591774,obj16
0.373012,-1.632932,obj16
0.375325,-1.606119,obj16
0.448391,-1.561766,obj16
0.419932,-1.566369,obj16
0.319328,-1.60283,obj16
0.089466,-1.715867,obj16
0.075771,-1.733419,obj16
0.03795,-1.750609,obj16
-0.224272,1.296208,obj17
-0.075793,1.305184,obj17
-0.025322,0.320021,obj17
-0.170131,0.429157,obj17
-0.035829,0.623239,obj17
-0.084012,0.758113,obj17
-0.143204,0.881147,obj17
-0.074125,1.052671,obj17
-0.154996,1.207913,obj17
-0.262467,1.372788,obj17
-0.248526,1.516044,obj17
-0.217556,1.570026,obj17
0.054121,1.229544,obj17
-0.316346,1.648651,obj17
-0.337691,1.768686,obj17
-0.343247,1.947865,obj17
-0.291232,1.959207,obj17
-0.381237,2.084105,obj17
-0.367185,2.150702,obj17
-0.325112,2.230445,obj17
-0.382047,2.160617,obj17
-0.314807,2.035468,obj17
-0.268241,1.905406,obj17
0.1188,1.097612,obj17
-0.386112,1.836598,obj17
-0.334879,1.729776,obj17
-0.332732,1.627104,obj17
-0.171398,1.487144,obj17
-0.043064,1.29495,obj17
0.043622,1.09515,obj17
0.214764,0.925775,obj17
0.393517,0.759454,obj17
0.457408,0.608723,obj17
0.459773,0.509719,obj17
0.181945,0.865751,obj17
0.493943,0.383642,obj17
0.291928,0.25721,obj17
0.161811,0.190183,obj17
0.057112,0.177049,obj17
0.084047,0.202538,obj17
-0.022101,0.221378,obj17
-0.087139,0.276137,obj17
-0.18065,0.320156,obj17
-0.27936,0.442987,obj17
-0.345186,0.537138,obj17
0.297817,0.716186,obj17
-0.386435,0.631651,obj17
-0.480534,0.742986,obj17
-0.479635,0.856635,obj17
-0.442259,0.878624,obj17
-0.460984,1.006682,obj17
-0.441811,1.022611,obj17
-0.446912,1.124963,obj17
-0.491696,1.141014,obj17
-0.426149,1.151108,obj17
-0.453241,1.216653,obj17
0.318168,0.565138,obj17
-0.406402,1.277837,obj17
-0.280427,1.279503,obj17
0.44169,0.422404,obj17
0.498475,0.3527,obj17
-0.151841,1.320453,obj17
0.555969,0.264784,obj17
0.413164,0.134877,obj17
0.294979,0.027003,obj17
0.367795,0.019703,obj17
0.273083,0.015045,obj17
0.13008,0.065405,obj17
0.121227,0.030018,obj17
0.195618,0.076503,obj17
-0.101013,0.178286,obj17
-0.071618,0.248541,obj17
0.961355,5.426923,obj18
0.673613,5.089568,obj18
-0.93044,4.35513,obj18
-0.871926,4.365609,obj18
-0.743748,4.376897,obj18
-0.98203,4.526809,obj18
-0.120431,4.411755,obj18
-0.580444,4.477195,obj18
-0.63183,4.538409,obj18
-0.703429,4.646589,obj18
-0.663315,4.655538,obj18
-0.454281,4.606145,obj18
0.245776,5.081608,obj18
-1.156359,4.809305,obj18
-0.535133,4.623158,obj18
-0.948856,4.72662,obj18
-0.650701,4.713184,obj18
-0.566548,4.710468,obj18
-0.736859,4.75726,obj18
-0.604729,4.650725,obj18
-1.078355,4.783137,obj18
-1.095135,4.830684,obj18
-0.457105,4.67105,obj18
0.183895,5.20414,obj18
-0.527868,4.560216,obj18
-0.988929,4.76552,obj18
-0.698769,4.645227,obj18
-1.084427,4.731499,obj18
-0.897333,4.696668,obj18
-0.723936,4.638303,obj18
-0.843939,4.540444,obj18
-1.297483,4.720797,obj18
-1.135778,4.64065,obj18
-1.341286,4.714111,obj18
-0.359053,5.232855,obj18
-0.537864,4.471268,obj18
-0.865801,4.606984,obj18
-0.852328,4.580423,obj18
-0.350661,4.103934,obj18
-0.978846,4.722104,obj18
-0.933807,4.702168,obj18
-0.692007,4.766423,obj18
-0.222798,4.301154,obj18
-0.211532,4.737252,obj18
-0.335167,4.870031,obj18
0.064481,5.157822,obj18
0.306742,4.756314,obj18
0.515331,4.810859,obj18
0.063332,5.052898,obj18
0.215337,5.155749,obj18
0.507471,5.102913,obj18
0.572019,5.205697,obj18
0.81118,5.128009,obj18
0.993683,5.312521,obj18
1.170696,5.263385,obj18
1.000758,5.348106,obj18
0.542204,4.960757,obj18
0.947086,5.407821,obj18
0.745317,5.603883,obj18
-0.496785,5.267676,obj18
-0.031176,5.046888,obj18
0.801489,5.064432,obj18
-0.012345,4.837407,obj18
-0.197423,4.881547,obj18
-0.874663,4.443186,obj18
-0.335439,4.098257,obj18
-0.738944,4.1909,obj18
-1.060837,4.290611,obj18
-0.999305,4.235405,obj18
-0.819005,4.268417,obj18
-0.8094,4.287576,obj18
-0.472197,4.180922,obj18
2.278217,0.784509,obj19
2.36161,1.018631,obj19
4.165739,-1.449858,obj19
3.94361,-0.81887,obj19
3.407614,-0.21621,obj19
3.045592,-0.106242,obj19
2.64373,0.221609,obj19
2.395339,0.319907,obj19
2.251665,0.341385,obj19
2.026096,0.353162,obj19
1.92706,0.357463,obj19
1.762076,0.316725,obj19
2.419013,1.15472,obj19
1.815557,0.39851,obj19
1.880458,0.517796,obj19
1.911523,0.550629,obj19
1.951346,0.633387,obj19
1.957806,0.726,obj19
2.099179,0.750867,obj19
2.225274,0.907315,obj19
2.296617,1.034923,obj19
2.417195,1.129821,obj19
2.532688,1.191427,obj19
2.560778,1.220719,obj19
2.693192,1.24933,obj19
2.901032,1.356541,obj19
3.070976,1.348132,obj19
3.359482,1.442557,obj19
3.648447,1.457528,obj19
3.911676,1.419869,obj19
4.262387,1.385606,obj19
4.561195,1.21148,obj19
4.845705,0.959836,obj19
5.341338,0.507981,obj19
2.798292,1.345733,obj19
5.643438,0.14901,obj19
5.355442,0.031277,obj19
4.982809,-0.048054,obj19
3.773801,-0.170609,obj19
3.865617,0.000799,obj19
3.830785,0.235748,obj19
3.76818,0.215886,obj19
3.403134,0.150815,obj19
3.45197,0.222346,obj19
3.123522,0.320143,obj19
2.889416,1.359631,obj19
2.785314,0.415557,obj19
2.528222,0.527525,obj19
2.313662,0.50555,obj19
2.117744,0.499833,obj19
2.045914,0.431079,obj19
1.985081,0.386611,obj19
1.748193,0.284352,obj19
1.958593,0.432934,obj19
1.98268,0.498276,obj19
2.07049,0.575421,obj19
3.065908,1.453586,obj19
2.235683,0.703892,obj19
2.064687,0.618073,obj19
3.272165,1.498288,obj19
3.56859,1.539246,obj19
2.283164,0.93193,obj19
3.862109,1.44151,obj19
4.161409,1.234491,obj19
4.516992,0.947522,obj19
4.804028,0.577247,obj19
5.294335,-0.324911,obj19
5.404269,-1.269532,obj19
4.923183,-1.635571,obj19
4.374397,-1.514689,obj19
4.040654,-1.457836,obj19
4.036903,-1.42248,obj19
-0.66908,1.611007,obj20
-0.574909,1.618583,obj20
1.375725,1.962307,obj20
1.41022,2.056696,obj20
1.533921,2.069866,obj20
1.536265,2.162965,obj20
1.633926,2.164068,obj20
1.598537,2.221347,obj20
1.607028,2.222278,obj20
1.556559,2.181992,obj20
1.552406,2.145895,obj20
1.496173,2.127794,obj20
-0.531725,1.646515,obj20
1.41034,2.156262,obj20
1.395404,2.158141,obj20
1.371058,2.218653,obj20
1.343958,2.267408,obj20
1.404959,2.34229,obj20
1.320742,2.448848,obj20
1.331197,2.529003,obj20
1.284068,2.540974,obj20
1.214427,2.490514,obj20
1.228188,2.361781,obj20
-0.434828,1.624849,obj20
1.078717,2.228917,obj20
0.986658,2.195857,obj20
0.927496,2.207696,obj20
0.930547,2.245095,obj20
0.907568,2.315233,obj20
0.994575,2.385718,obj20
0.998115,2.439091,obj20
1.054741,2.385218,obj20
1.021389,2.36092,obj20
1.066271,2.263868,obj20
-0.278372,1.558249,obj20
1.094136,2.190301,obj20
1.135018,2.197185,obj20
1.139643,2.106141,obj20
1.105026,2.146438,obj20
1.103379,2.163692,obj20
1.079753,2.114729,obj20
1.038259,2.060462,obj20
1.07577,2.04662,obj20
1.067917,2.028436,obj20
0.99263,1.954047,obj20
-0.175193,1.544627,obj20
0.863472,1.893207,obj20
0.725239,1.795546,obj20
0.584797,1.800891,obj20
0.4596,1.753305,obj20
0.279867,1.770626,obj20
0.160854,1.744693,obj20
-0.037131,1.772301,obj20
-0.191414,1.676556,obj20
-0.345495,1.633129,obj20
-0.494067,1.620389,obj20
-0.102592,1.502432,obj20
-0.588485,1.618103,obj20
-0.591614,1.614731,obj20
-0.059149,1.498093,obj20
0.009953,1.498434,obj20
-0.615405,1.586376,obj20
0.097926,1.509671,obj20
0.19772,1.547057,obj20
0.289663,1.539869,obj20
0.330834,1.531639,obj20
0.523497,1.527165,obj20
0.648011,1.608437,obj20
0.792465,1.64319,obj20
1.005173,1.637515,obj20
1.234363,1.701234,obj20
1.332779,1.761008,obj20
